Respondent_ID,Country,Age,Gender,Education_Level,Work_Experience_Years,Position_Level,Power_Distance,Individualism,Masculinity,Uncertainty_Avoidance,Long_Term_Orientation,Indulgence,Role_Assumption,Production_Emphasis,Initiation_of_Structure,Tolerance_of_Uncertainty,Integration,Consideration,Preferred_Leadership_Behavior,Leadership_Behavior_Encoded
469,JPN,49,Other,Bachelor,25,Mid,58.63365582496024,61.976491290376,82.71430837985099,66.82802312033895,84.16496257092356,19.82576217302561,1,4,3,5,2,4,Supportive,1
470,NGA,28,Other,Master,9,Junior,52.147809736334914,31.79909939042129,31.269499969535968,83.88870094224266,63.46139931328069,74.58780617560281,4,4,4,5,2,4,Transactional,2
471,USA,34,Female,Master,28,Junior,70.3335784988025,22.10977852239553,43.73705615776144,65.72906142355184,12.87754459542828,35.968437481294124,3,5,2,4,4,2,Transactional,2
472,NGA,34,Male,Master,9,Mid,35.417764028830554,40.40377017292118,16.86295843204813,56.011864422747706,26.17577572464618,99.2504537855205,2,5,5,1,3,2,Supportive,1
473,USA,48,Other,High School,12,Junior,25.643760349482505,84.95209668315653,46.49454569256862,72.96659796988608,68.92241314982004,97.9076810100704,1,2,4,1,4,5,Supportive,1
474,NGA,45,Female,Bachelor,18,Mid,49.54667182438057,85.34438190249287,50.51205836781767,22.8407228297376,80.34407743807608,79.85946335185506,3,2,2,2,5,4,Supportive,1
475,BRA,35,Male,Bachelor,27,Senior,61.94841937153448,41.770244041148274,59.285353892804935,28.735510000350217,84.80870459764742,34.27207765295188,3,3,4,1,2,1,Laissez-Faire,0
476,NGA,51,Female,Bachelor,26,Mid,64.9601469667929,78.51516949745016,15.123137046749386,30.034110401662744,54.3830241058919,93.72101373420595,4,4,5,4,5,3,Transformational,3
477,USA,40,Male,PhD,26,Senior,68.11948188339734,50.9291726279967,12.597281538696192,54.06141308384374,53.46199166159713,99.87790052082542,3,4,3,2,5,4,Transactional,2
478,BRA,50,Male,Bachelor,10,Junior,63.8929596609244,65.80413243956161,43.59121322248775,89.74201918808474,68.42090128612493,46.22785649417784,2,3,3,5,5,4,Transactional,2
479,NGA,54,Female,Bachelor,17,Senior,39.66015767769501,43.411071310976304,25.130664982074016,71.46356782134575,77.7722549233108,61.45893808966137,4,3,1,4,3,4,Supportive,1
480,BRA,40,Female,Master,32,Junior,81.16397887752015,56.11808173896896,70.70306737219703,97.80947830376076,17.058578123542134,0.5987002983719458,1,4,5,2,2,4,Supportive,1
481,IND,31,Male,High School,24,Junior,27.022420939151885,40.56456125852286,63.498902730818415,23.19527755100421,73.98376595512927,4.353321033080237,4,5,2,4,2,5,Transactional,2
482,IND,40,Male,Master,8,Junior,35.86831036417464,24.278005364952392,36.06615795064415,77.76056358868172,34.16865891557133,50.05978109669884,1,4,2,5,2,3,Supportive,1
483,BRA,59,Female,Bachelor,30,Mid,79.15024072152913,29.75647303340772,13.66266121306662,45.136124591219904,38.37586209223424,60.93138739238714,4,3,1,2,4,4,Supportive,1
484,IND,40,Male,High School,26,Mid,42.37809072842013,40.34721461312661,24.59548990748141,21.862834912882487,7.771296487580193,31.239300255763634,3,2,5,4,1,5,Transactional,2
485,BRA,36,Male,PhD,24,Executive,59.47787532875242,88.3377648783291,65.33434740904889,86.07413519474508,58.84207622682687,9.912982038305074,2,1,4,3,2,4,Supportive,1
486,NGA,59,Female,High School,27,Senior,46.17581926844471,87.59705051749941,89.21319146695814,33.015483474348464,9.342009753464486,78.22721486703729,4,2,4,5,3,1,Supportive,1
487,USA,45,Female,Bachelor,15,Mid,60.55849692928025,77.93643397391718,36.11683240796658,37.12599278099202,91.31356037168568,41.87600384132587,5,2,3,2,3,5,Transactional,2
488,JPN,41,Female,High School,28,Mid,47.7324639957892,36.27542357672608,74.15970295723147,47.237268692042,62.09703062606208,64.88483925347121,3,3,4,3,1,1,Supportive,1
489,NGA,56,Female,High School,11,Mid,99.53663919248405,50.91214983792758,79.36771932790057,83.06856934886957,99.02818551181863,65.02011953714764,4,4,4,3,4,4,Transactional,2
490,NGA,30,Female,Master,2,Senior,48.59820714865173,50.784798694349305,13.854469772678168,69.96724633370744,24.565215263060537,54.68386830726523,3,3,5,2,3,3,Supportive,1
491,BRA,48,Female,Master,9,Senior,70.16395339181163,47.08812713727287,83.29772783377717,41.18889086775911,67.96005638656374,17.848957071229567,5,3,5,1,1,5,Transactional,2
492,IND,51,Male,High School,23,Mid,91.0674574120702,23.141621356282197,47.29621634959636,33.47914706603117,96.44299883251574,61.60813433228552,3,5,1,1,3,1,Laissez-Faire,0
493,JPN,44,Female,Master,33,Mid,71.03479954918004,57.41691619570224,87.13937652297342,28.7638589601492,29.85782643116781,32.20840092621765,3,5,5,4,1,1,Supportive,1
494,USA,49,Male,Master,19,Senior,65.26858040876868,25.096839448740266,53.08446619624928,31.98532583758084,9.632264849009353,81.91252065959235,4,1,1,2,3,3,Laissez-Faire,0
495,BRA,26,Male,Master,13,Junior,65.53835638049665,76.13430765025606,28.811480791891828,89.4516122462311,63.39765767215981,19.31968493934254,3,5,1,2,4,5,Transactional,2
496,JPN,33,Male,Bachelor,14,Junior,59.71685687387084,68.39149999913471,87.97346459261023,93.8146698519482,36.60991667653586,29.11484139825972,4,1,2,3,4,2,Supportive,1
497,BRA,52,Female,Master,32,Mid,84.6064321123564,44.69159046504743,29.46439312927735,97.43662460844573,27.30576337101296,44.03059662987565,2,2,4,3,3,1,Supportive,1
498,USA,27,Male,Bachelor,22,Senior,24.033926268910555,65.29954675487242,80.5982582078003,86.77855075825745,99.35876507434108,74.00131302029762,5,2,5,3,3,5,Transactional,2
499,NGA,44,Male,Master,20,Mid,90.8103926343462,36.31259045913687,23.85027957748401,90.991226001868,75.41093361033211,72.07505771555667,1,3,1,5,5,2,Supportive,1
500,NGA,30,Female,PhD,33,Executive,66.90337761965142,38.56750454696427,63.98140582053024,85.28828003707405,48.53946330124377,33.71099537249047,5,2,4,1,2,5,Supportive,1
501,IND,57,Female,Bachelor,5,Junior,87.90985770045987,41.98934618477834,42.90332871089552,96.6444615236824,5.000339738296611,51.07520308816229,3,5,5,4,4,4,Transformational,3
502,BRA,25,Female,High School,20,Mid,20.831416203536683,75.79081199547309,87.76145385211561,87.65207532354877,19.161567751387544,23.42346004925966,4,5,4,4,3,1,Transactional,2
503,JPN,30,Male,Bachelor,14,Mid,89.5421123169294,34.74839427922591,24.78181049114037,56.96021452943488,29.87784252729758,77.03652774938324,1,5,1,2,2,2,Laissez-Faire,0
504,NGA,58,Male,High School,27,Executive,29.611001533861348,59.394685924022696,42.70357384064648,45.860345148636206,48.71966015662851,19.67098848348777,1,4,4,3,3,3,Supportive,1
505,IND,39,Female,Bachelor,26,Junior,77.69744051139193,34.03269800950395,61.18210592349929,66.73695110812531,49.72498415649596,81.93469134771402,3,5,3,2,2,3,Supportive,1
506,USA,50,Male,Master,32,Mid,53.321711431027495,39.952619754369046,88.20963386203522,68.65466622461247,2.4733363223272464,93.68641007556332,1,3,4,1,2,4,Supportive,1
507,NGA,38,Female,Bachelor,30,Junior,74.48579128783395,36.4836905090544,34.30904613050724,65.99316311304909,94.33562700169745,99.16160720194182,4,3,3,5,4,4,Transactional,2
508,NGA,31,Male,Bachelor,27,Mid,70.25517901418914,65.15032697513001,41.7496840835822,76.53810741767728,54.28071794385061,85.69621573538767,3,2,5,1,5,2,Supportive,1
509,NGA,55,Other,Bachelor,26,Senior,33.071723765379346,56.87102611190463,46.94335898578877,75.91812631201913,1.9727166985385456,22.16989894404505,5,1,1,2,1,1,Laissez-Faire,0
510,IND,48,Female,High School,18,Mid,61.16910115580414,70.49094021338874,30.21603930369409,26.97554271399019,70.13351941755451,41.6513631571974,3,4,4,3,3,1,Supportive,1
511,IND,55,Male,Bachelor,23,Senior,42.17843785556326,35.39604061330901,75.38837603229138,42.84179613979428,7.135151191748523,8.883684600502173,3,1,4,2,2,3,Supportive,1
512,BRA,53,Female,Master,24,Executive,64.834947427841,20.64039750082261,17.359648460184218,91.18881499322052,72.11704248752308,16.455135989921345,1,4,4,3,5,4,Transactional,2
513,NGA,56,Male,High School,4,Junior,79.04026264422752,67.63566969912344,66.3831945365042,67.20280432295854,70.14924808277763,4.969708297165165,2,3,1,3,2,3,Laissez-Faire,0
514,NGA,41,Male,PhD,3,Senior,26.50067316654703,28.03977709465532,52.71431759660284,46.28197585531222,98.49231640718716,64.10879115426854,1,3,4,2,3,2,Supportive,1
515,USA,38,Female,Bachelor,30,Junior,61.260993882482026,37.24136570967693,29.354156478857,88.03669196664612,34.20374190080469,53.31871345163941,2,4,5,5,1,3,Transactional,2
516,USA,48,Male,PhD,16,Junior,69.41038566098068,41.39803067228559,49.4264378827239,39.92338285164341,14.432729155620835,91.7012816786574,3,2,5,2,4,3,Supportive,1
517,JPN,51,Male,High School,7,Mid,43.62939628777711,72.27614646036076,76.3959273755364,52.735989150098455,9.186927264528366,46.300767679433775,3,5,5,1,1,4,Supportive,1
518,NGA,49,Male,Master,22,Senior,96.24027862368057,63.8124267460199,45.63532831377011,42.100381733765445,7.172607017319477,64.23067054443018,5,5,5,1,4,4,Transactional,2
519,NGA,56,Male,Master,31,Mid,61.62422604054636,32.898580556808014,19.75182119319817,89.70799390284797,81.03332019188126,40.15974714111631,1,1,2,4,2,1,Laissez-Faire,0
520,USA,42,Male,Master,13,Junior,34.60136718767462,61.85214674338192,13.26415697052158,78.26309494403449,71.85480698277237,82.94570393558956,5,3,2,1,5,1,Supportive,1
521,BRA,42,Female,Master,29,Executive,28.62306094394272,69.57035965774284,72.22370352908456,56.81805157198956,97.59152167268908,92.63756983162428,4,5,5,1,4,1,Transactional,2
522,JPN,50,Female,PhD,28,Senior,63.332763933229245,47.22280419531201,36.43465166672325,94.584066597773,30.91860400157777,43.17317367810739,3,3,4,2,2,3,Supportive,1
523,NGA,33,Male,Master,19,Junior,50.01907049015432,37.21670398194964,84.49957572593087,94.19558244346528,80.3102453194843,8.270132047632428,5,3,5,2,3,3,Transactional,2
524,NGA,59,Male,Master,23,Mid,35.40376782147077,67.52879410403526,59.37177448004179,76.92200209299563,9.301409544523407,16.353582918506305,4,3,2,5,3,5,Transactional,2
525,NGA,32,Other,Master,8,Junior,22.455878942861965,62.76238400990481,44.90271129345303,91.35949065994843,90.38798924183516,72.05443304579063,2,5,2,1,5,2,Supportive,1
526,BRA,44,Other,Master,25,Mid,65.3280064030304,25.453851092957407,55.15719361205701,77.55144971352595,5.183030880956951,32.52674585886148,1,5,1,5,5,5,Transactional,2
527,BRA,46,Female,Bachelor,26,Mid,67.88801894669295,66.6675748163628,46.57061159301061,70.2569494033934,78.78834824080981,78.53849725281094,4,5,1,5,3,2,Transactional,2
528,JPN,43,Female,Bachelor,3,Mid,31.34420809451748,54.1962552984709,82.46488659066291,53.6626414341206,30.735552483599093,74.9759570513246,1,4,4,1,3,4,Supportive,1
529,USA,54,Female,Master,2,Junior,68.13904398162435,72.73582698844092,46.64174954938326,41.87758096838486,18.11930065503532,69.43016678964797,3,5,1,2,4,3,Supportive,1
530,NGA,52,Male,Bachelor,5,Senior,96.15782037660787,33.35022793158788,18.32516068709979,24.82058869470124,70.45145277165422,81.42168844497945,2,3,3,3,5,5,Transactional,2
531,NGA,59,Male,Master,20,Junior,98.26364879917917,38.07514925309635,57.76704313267669,84.06959772054408,89.58780317725217,75.65558702727564,3,3,3,3,3,3,Supportive,1
532,NGA,35,Male,High School,12,Mid,91.0794349245604,58.03189173682648,59.83848369202552,29.77304646674484,76.41260393832877,63.2587899157484,4,1,1,3,4,5,Supportive,1
533,NGA,55,Female,Bachelor,16,Junior,84.56628646685925,53.72134695245394,71.22640582344278,52.82793925278453,31.309994507250604,0.4227208580241837,2,2,3,5,2,1,Supportive,1
534,BRA,54,Female,Master,29,Mid,36.7494269370665,47.04557597395476,84.66273132408071,38.7707371396262,35.35706548949362,51.56772080933597,4,4,2,3,5,2,Transactional,2
535,IND,47,Female,Bachelor,21,Junior,32.51481459967441,72.22233201008521,45.44653456987604,56.37010392561927,18.930459488898062,59.52528930648933,1,1,5,4,5,1,Supportive,1
536,NGA,43,Male,Bachelor,21,Mid,55.59580818282836,59.53260945397977,38.16612852858447,45.19870603739356,82.40615928810386,96.06459008874025,3,4,5,4,3,3,Transactional,2
537,NGA,36,Female,Bachelor,28,Mid,69.57054010548418,69.7190297725883,49.26168125979994,86.37550770039377,10.709363432911,65.04820615461885,1,4,3,5,3,4,Transactional,2
538,JPN,39,Female,Bachelor,6,Junior,88.05429472067024,30.727847362338103,82.01591215290377,98.25428489918576,90.32139272687502,57.54737552212846,2,3,2,2,3,4,Supportive,1
539,BRA,55,Female,Master,20,Junior,38.55704329094412,71.0291806601876,88.39859054692161,95.32438206135102,60.11342470204014,54.11938434862121,5,3,2,1,3,1,Supportive,1
540,USA,39,Male,Bachelor,13,Mid,58.37183204162661,52.30696756702043,87.69880052909937,69.7895935019124,58.885495569699685,10.329299374248604,1,3,1,5,1,5,Supportive,1
541,NGA,53,Female,Master,11,Junior,71.79521935654768,22.36375549792109,28.375641024418243,98.34212380021454,83.78214680964453,42.761987738471305,2,3,2,3,3,1,Laissez-Faire,0
542,IND,50,Male,Bachelor,24,Mid,55.64750836275353,36.414408779754936,49.7516289249501,52.057812659673736,66.75332513946711,13.43556924978463,2,1,2,1,2,4,Laissez-Faire,0
543,JPN,26,Female,PhD,19,Mid,56.33549416634274,21.802947421840457,30.75792206840092,61.7989955159001,30.423925823828103,5.269775059742432,4,2,2,2,3,1,Laissez-Faire,0
544,IND,44,Female,High School,23,Mid,38.009372882262326,51.981216539373065,39.43862258936377,40.54798656873995,34.951512211682655,32.946919214390505,1,2,5,3,3,2,Supportive,1
545,IND,39,Male,High School,31,Executive,98.93287239288608,42.81158323885597,12.534728443323768,91.83860257197004,17.305419112463593,64.54421686960652,3,1,3,4,2,1,Laissez-Faire,0
546,JPN,28,Female,Bachelor,3,Mid,58.01546267259547,89.1214691939276,22.84809434172668,34.37672969087682,46.40632418988167,86.67973350495728,1,2,1,4,4,5,Supportive,1
547,USA,46,Male,Bachelor,34,Senior,62.61935563243935,80.79528818698043,41.766076374962175,68.83899786583675,11.015476574537765,81.03658672441125,4,5,1,5,2,3,Transactional,2
548,IND,47,Female,High School,29,Senior,37.48474330294633,77.79696022402045,39.17637057784515,83.95632949497346,65.30365073268743,29.46898506349036,2,5,1,2,5,1,Supportive,1
549,BRA,50,Male,Master,3,Executive,61.13093746654549,55.07815843218718,32.30660409050705,67.63189974613864,16.92288411140044,4.59966183566377,3,5,4,5,2,2,Transactional,2
550,IND,35,Female,Bachelor,15,Junior,40.42796468274454,76.49612495455368,28.42476616690427,26.30201742957599,86.3931773080585,40.26781759371695,5,3,3,2,5,5,Transactional,2
551,BRA,52,Other,Bachelor,7,Senior,36.186900110677314,38.68087532239287,69.91645715579122,68.91575029993155,70.04625869282826,31.47792906640542,3,5,5,5,1,2,Transactional,2
552,NGA,26,Male,Bachelor,3,Executive,42.05778007543476,59.245462749256745,33.56397598491129,81.36634576891936,89.15112545312554,37.12645347234233,1,4,3,1,2,5,Supportive,1
553,BRA,32,Female,Master,16,Mid,20.22077188042248,47.5042642923587,66.52349051701947,35.02625270823603,8.70309875868902,55.90989408751052,3,4,1,5,4,4,Transactional,2
554,BRA,53,Female,High School,34,Mid,65.61208896013471,31.99393380659108,39.49000872653311,78.9562284764118,79.85093345022023,3.0413523221447747,1,1,5,1,1,4,Laissez-Faire,0
555,NGA,35,Male,High School,20,Executive,50.99840044182746,25.08294019578828,74.15833912604461,90.2862166458981,88.08047250283427,37.080573637305925,3,4,3,2,3,3,Supportive,1
556,BRA,42,Female,Bachelor,33,Mid,91.89512153551442,59.07528680801304,23.37866789882737,98.91667957775536,4.456980890805163,55.863330948612855,1,1,2,1,4,3,Laissez-Faire,0
557,USA,38,Female,Master,14,Mid,23.256573889001693,26.83473944161443,22.60831042956625,52.80474110274244,99.90759552011764,43.09708709665275,2,2,3,1,2,5,Supportive,1
558,USA,34,Other,Master,11,Senior,23.45602406846001,70.26021676801876,64.37378136328036,22.012990605954617,30.06443161582324,66.72289427977435,2,4,2,5,2,2,Supportive,1
559,IND,59,Female,Bachelor,20,Mid,90.86988138500668,84.5027935108309,83.19321934470841,53.526320033763774,21.17212142091012,18.61317919185073,1,4,1,1,4,2,Laissez-Faire,0
560,IND,33,Female,High School,30,Junior,30.1315713763473,31.347427679809265,21.438936386629702,72.81822721296498,41.49052232572311,15.382810926378944,1,1,2,3,3,1,Laissez-Faire,0
561,IND,59,Female,Bachelor,28,Mid,20.172808329920144,52.96570049571598,15.89636942750536,91.30920303198026,0.8635392161345234,30.787442408178,5,4,4,3,3,4,Transactional,2
562,JPN,35,Female,Master,15,Mid,34.3131090970411,71.71422151418776,84.7709765457459,95.0484633858624,88.59063259938283,10.172924185294418,1,1,5,2,1,1,Laissez-Faire,0
563,USA,36,Female,Bachelor,13,Senior,85.91009400780833,40.07877627231188,19.38615550926556,92.76606296256566,26.84908825626057,23.6261869361996,4,4,2,3,4,3,Transactional,2
564,USA,27,Male,Master,24,Mid,84.21712662080819,84.45351637430561,30.029353581254615,72.63678180152712,52.15915003083935,8.69044575863831,1,3,5,5,5,4,Transactional,2
565,JPN,38,Male,High School,1,Senior,47.21057686747608,82.19258912089376,84.35953339360645,74.60184340641365,62.3559519617852,40.197775359977214,2,2,2,1,4,2,Laissez-Faire,0
566,BRA,52,Female,High School,24,Mid,73.44247338078816,27.262804901077452,74.23343143681774,20.190704572964727,79.10917957996293,71.14560724480376,3,4,1,1,3,4,Supportive,1
567,JPN,35,Female,High School,27,Mid,60.57997658686622,21.91798400722881,37.42062509258351,49.09849947271787,25.020611322083887,28.653808071238885,2,2,3,2,3,3,Supportive,1
568,BRA,49,Female,Master,18,Junior,92.37879918767248,88.35209380855812,86.36221757252747,92.5484988893139,71.71463674048553,0.3730914778113048,4,4,2,1,1,4,Supportive,1
569,NGA,45,Male,Master,26,Mid,24.513878033393787,86.95325173397917,55.443881055899,75.16941313713913,11.766088104213868,55.7067435439091,3,4,1,1,4,3,Supportive,1
570,JPN,34,Other,PhD,29,Senior,85.05433029893054,49.55999231261743,15.77986101021546,57.433660085973486,70.42351678888829,69.19415472179956,2,3,2,1,2,2,Laissez-Faire,0
571,BRA,39,Male,Bachelor,8,Junior,33.647893554196806,23.53943268741807,66.24535018142517,28.34019319067437,91.92955325575564,39.13161823695932,1,5,4,2,5,5,Transactional,2
572,IND,43,Female,Bachelor,26,Senior,51.32967179454074,63.32128869222196,52.98218862586416,39.70533327474287,8.502626835322536,29.699990132182364,1,5,5,3,4,4,Transactional,2
573,JPN,46,Male,Bachelor,5,Junior,35.35657211478127,40.538707517205935,55.80704404153244,64.39380142539954,11.670280081525007,49.06377994805035,3,2,2,3,5,5,Transactional,2
574,IND,45,Male,Bachelor,33,Junior,76.20915276753112,85.57060908303879,89.5283395460372,91.80012108813904,55.722749993069634,10.123966478836364,5,2,1,4,4,3,Supportive,1
575,NGA,56,Female,Bachelor,5,Junior,74.26609438026063,75.62633475380125,22.201142663963324,27.66498781165164,4.640042234298569,64.39262199905869,4,3,1,5,3,4,Transactional,2
576,NGA,47,Other,Bachelor,13,Senior,63.83180813592215,65.47156488934104,62.54367202303138,32.30043555003891,18.739050928894898,73.32971487849615,2,1,3,4,5,2,Supportive,1
577,USA,37,Male,High School,17,Junior,75.85304294429241,39.915269325946994,46.699287778375336,72.40040610953085,19.019213638464905,70.46306771725392,2,2,5,2,4,4,Supportive,1
